Incidence Rate Report for California by County

"Bladder (All Stages^), 2015-2019"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Placer County(7)",06061,19.8 ,18.1, 21.5,13 , 6 , 28,110,stable,-0.5 ,-1.7, 0.8
"Tehama County(7)",06103,19.3 ,15.5, 24,14 , 2 , 51,18,falling,-18.5 ,-30.0, -5.0
"San Luis Obispo County(7)",06079,19.2 ,17.3, 21.3,15 , 6 , 35,77,stable,0.6 ,-0.7, 1.8
"Santa Cruz County(7)",06087,19.1 ,17, 21.5,16 , 5 , 40,62,stable,-1.1 ,-2.1, 0.0
"Sonoma County(7)",06097,19.1 ,17.6, 20.6,17 , 8 , 32,134,falling,-1.7 ,-2.5, -0.9
"Mendocino County(7)",06045,19 ,15.6, 22.9,18 , 3 , 50,24,falling,-2.3 ,-4.5, -0.2
"Yuba County(7)",06115,18.9 ,14.5, 24.1,19 , 2 , 53,14,stable,-0.1 ,-1.8, 1.6
"Stanislaus County(7)",06099,18.5 ,16.9, 20.2,20 , 9 , 37,101,stable,-0.2 ,-1.1, 0.6
"Amador County(7)",06005,18.2 ,14.1, 23.5,21 , 3 , 53,14,stable,-2.4 ,-5.4, 0.8
"Lassen County(7)",06035,18.1 ,12.1, 26.2,22 , 1 , 54,6,stable,-0.1 ,-3.5, 3.4
"San Joaquin County(7)",06077,17.9 ,16.6, 19.4,23 , 12 , 39,133,stable,-0.5 ,-1.3, 0.4
"Nevada County(7)",06057,17.5 ,14.7, 20.7,24 , 7 , 51,32,falling,-2.7 ,-4.2, -1.2
"Trinity County(7)",06105,17.4 ,11, 28.1,25 , 1 , 54,5,stable,-2.8 ,-7.0, 1.5
"San Mateo County(7)",06081,17.4 ,16.2, 18.6,26 , 15 , 41,162,falling,-0.6 ,-1.0, -0.2
"Riverside County(7)",06065,17.2 ,16.5, 18,27 , 19 , 38,457,falling,-4.1 ,-6.1, -2.1
"Santa Barbara County(7)",06083,17.2 ,15.6, 18.9,28 , 14 , 46,88,falling,-1.5 ,-2.4, -0.6
"Solano County(7)",06095,17.1 ,15.6, 18.9,29 , 13 , 46,89,falling,-0.9 ,-1.6, -0.3
"Madera County(7)",06039,17 ,14.2, 20.1,30 , 8 , 53,27,stable,0.9 ,-1.2, 3.1
"Del Norte County(7)",06015,16.7 ,11.1, 24.5,31 , 2 , 54,6,falling,-3.9 ,-6.7, -1.0
"San Diego County(7)",06073,16.7 ,16.1, 17.3,32 , 23 , 41,594,falling,-1.3 ,-1.6, -0.9
"Sacramento County(7)",06067,16.6 ,15.7, 17.5,33 , 21 , 44,273,falling,-3.0 ,-5.3, -0.5
"Sutter County(7)",06101,16.6 ,13.4, 20.4,34 , 7 , 53,19,stable,-0.2 ,-1.9, 1.5
"Kern County(7)",06029,16.6 ,15.3, 17.9,35 , 19 , 47,125,falling,-1.0 ,-1.6, -0.3
"Ventura County(7)",06111,16.6 ,15.4, 17.7,36 , 20 , 45,167,falling,-2.1 ,-2.7, -1.4
"San Benito County(7)",06069,16.4 ,12, 21.8,37 , 4 , 54,10,stable,-0.6 ,-3.3, 2.1
"Orange County(7)",06059,16 ,15.4, 16.6,38 , 28 , 45,573,falling,-1.8 ,-2.2, -1.4
"Yolo County(7)",06113,16 ,13.6, 18.6,39 , 13 , 53,34,falling,-1.9 ,-3.4, -0.5
"Contra Costa County(7)",06013,15.8 ,14.9, 16.8,40 , 26 , 48,219,falling,-4.1 ,-5.9, -2.3
"Plumas County(7)",06063,15.8 ,10.5, 23.9,41 , 3 , 54,6,stable,-0.4 ,-3.3, 2.5
"San Bernardino County(7)",06071,15.8 ,15, 16.6,42 , 27 , 47,309,falling,-1.7 ,-2.2, -1.2
"Colusa County(7)",06011,15.3 ,9, 24.5,43 , 2 , 54,4,*,*,*,*
"Santa Clara County(7)",06085,15.2 ,14.5, 16,44 , 31 , 49,312,falling,-1.3 ,-1.8, -0.9
"Merced County(7)",06047,15.1 ,13, 17.5,45 , 20 , 53,36,falling,-2.8 ,-4.2, -1.4
"Alameda County(7)",06001,14.9 ,14.1, 15.7,46 , 33 , 51,263,falling,-0.7 ,-1.1, -0.3
"Monterey County(7)",06053,14.8 ,13.2, 16.5,47 , 26 , 53,67,falling,-2.3 ,-3.4, -1.2
"Tulare County(7)",06107,14.4 ,12.8, 16.2,48 , 28 , 53,59,falling,-1.8 ,-2.8, -0.7
"Los Angeles County(7)",06037,14.2 ,13.9, 14.5,49 , 42 , 52,1522,falling,-2.8 ,-3.8, -1.9
"Fresno County(7)",06019,14.1 ,13, 15.2,50 , 37 , 53,131,falling,-1.3 ,-2.3, -0.4
"Kings County(7)",06031,13.8 ,11, 17.1,51 , 18 , 54,17,stable,-1.0 ,-3.5, 1.5
"San Francisco County(7)",06075,13.7 ,12.8, 14.8,52 , 40 , 54,147,falling,-1.0 ,-1.4, -0.5
"Siskiyou County(7)",06093,12.8 ,9.5, 17.1,53 , 21 , 54,11,stable,-0.3 ,-39.2, 63.7
"Imperial County(7)",06025,11 ,8.9, 13.4,54 , 44 , 54,19,stable,-1.2 ,-3.1, 0.8
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Inyo County(7)",06027,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mono County(7)",06051,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 10:56 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
