Incidence Rate Report for California by County

"Esophagus (All Stages^), 2015-2019"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Calaveras County(7)",06009,4.1 ,2.4, 7.1,20 , 2 , 45,4,*,*,*,*
"Mendocino County(7)",06045,4 ,2.6, 6,21 , 3 , 45,6,*,*,*,*
"Yolo County(7)",06113,4 ,2.9, 5.5,22 , 4 , 45,9,stable,0.3 ,-2.5, 3.3
"Solano County(7)",06095,4 ,3.2, 4.9,23 , 8 , 43,21,stable,-0.2 ,-2.0, 1.6
"Tulare County(7)",06107,3.9 ,3.1, 4.9,24 , 7 , 45,16,stable,-1.9 ,-4.1, 0.3
"San Joaquin County(7)",06077,3.9 ,3.3, 4.6,25 , 10 , 42,31,stable,-1.1 ,-2.9, 0.7
"San Mateo County(7)",06081,3.9 ,3.3, 4.5,26 , 11 , 42,37,stable,-0.9 ,-2.2, 0.3
"Stanislaus County(7)",06099,3.9 ,3.2, 4.7,27 , 9 , 43,23,stable,-1.2 ,-2.7, 0.3
"Merced County(7)",06047,3.9 ,2.8, 5.1,28 , 6 , 45,10,stable,-0.5 ,-2.8, 1.9
"Sacramento County(7)",06067,3.8 ,3.4, 4.3,29 , 13 , 40,65,stable,-0.5 ,-1.6, 0.6
"San Diego County(7)",06073,3.8 ,3.5, 4.1,30 , 16 , 38,141,falling,-1.0 ,-1.7, -0.3
"Marin County(7)",06041,3.8 ,3, 4.8,31 , 8 , 45,16,stable,-0.9 ,-2.6, 0.8
"Riverside County(7)",06065,3.8 ,3.4, 4.1,32 , 16 , 40,101,stable,-0.5 ,-1.5, 0.5
"Kern County(7)",06029,3.8 ,3.2, 4.4,33 , 12 , 43,30,stable,10.1 ,-9.6, 34.2
"Ventura County(7)",06111,3.7 ,3.1, 4.2,34 , 15 , 43,37,stable,-0.5 ,-1.7, 0.6
"Imperial County(7)",06025,3.6 ,2.5, 5.1,35 , 6 , 45,7,stable,-0.9 ,-3.8, 2.0
"San Bernardino County(7)",06071,3.6 ,3.3, 4,36 , 18 , 42,75,falling,-1.7 ,-2.6, -0.8
"Contra Costa County(7)",06013,3.6 ,3.2, 4.1,37 , 17 , 43,52,falling,-1.5 ,-2.4, -0.5
"San Francisco County(7)",06075,3.6 ,3.1, 4.1,38 , 16 , 44,38,falling,-1.1 ,-1.8, -0.4
"Santa Cruz County(7)",06087,3.5 ,2.7, 4.6,39 , 10 , 45,12,stable,-0.6 ,-2.8, 1.7
"San Luis Obispo County(7)",06079,3.3 ,2.6, 4.3,40 , 13 , 45,13,stable,-0.8 ,-3.4, 1.9
"Fresno County(7)",06019,3.2 ,2.7, 3.8,41 , 21 , 45,32,stable,-1.6 ,-3.3, 0.2
"Santa Clara County(7)",06085,3.2 ,2.9, 3.6,42 , 29 , 45,66,falling,-1.3 ,-2.1, -0.4
"Orange County(7)",06059,3.1 ,2.8, 3.3,43 , 35 , 45,113,falling,-2.0 ,-2.8, -1.3
"Alameda County(7)",06001,2.9 ,2.5, 3.2,44 , 35 , 45,52,falling,-1.4 ,-2.2, -0.6
"Los Angeles County(7)",06037,2.7 ,2.5, 2.8,45 , 42 , 45,292,falling,-2.0 ,-2.6, -1.5
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Colusa County(7)",06011,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Del Norte County(7)",06015,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Glenn County(7)",06021,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Inyo County(7)",06027,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lassen County(7)",06035,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mariposa County(7)",06043,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Modoc County(7)",06049,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mono County(7)",06051,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Plumas County(7)",06063,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"San Benito County(7)",06069,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Trinity County(7)",06105,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 10:59 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
