Incidence Rate Report for California by County

"Cervix (All Stages^), 2015-2019"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Riverside County(7)",06065,7.8 ,7.1, 8.5,19 , 10 , 29,93,stable,-1.0 ,-2.2, 0.2
"Ventura County(7)",06111,7.6 ,6.4, 8.9,20 , 7 , 34,33,stable,-1.3 ,-2.9, 0.3
"Sutter County(7)",06101,7.6 ,4.5, 12,21 , 1 , 40,4,stable,-1.2 ,-5.2, 2.9
"San Diego County(7)",06073,7.5 ,6.9, 8.1,22 , 13 , 30,128,stable,-0.2 ,-1.0, 0.6
"Sacramento County(7)",06067,7.4 ,6.5, 8.3,23 , 11 , 33,59,falling,-1.5 ,-2.6, -0.4
"San Francisco County(7)",06075,7 ,6, 8.2,24 , 12 , 36,34,stable,0.5 ,-1.8, 3.0
"San Joaquin County(7)",06077,6.9 ,5.7, 8.2,25 , 12 , 38,24,stable,-1.1 ,-2.2, 0.1
"Santa Cruz County(7)",06087,6.8 ,5, 9.2,26 , 6 , 40,10,stable,0.7 ,-2.7, 4.3
"Solano County(7)",06095,6.8 ,5.4, 8.5,27 , 10 , 39,16,stable,-0.8 ,-2.9, 1.4
"El Dorado County(7)",06017,6.8 ,4.5, 9.8,28 , 4 , 40,7,stable,-0.4 ,-3.7, 3.0
"Placer County(7)",06061,6.7 ,5.2, 8.6,29 , 9 , 40,14,stable,-0.4 ,-2.5, 1.8
"Orange County(7)",06059,6.7 ,6.1, 7.3,30 , 19 , 34,114,falling,-1.4 ,-2.2, -0.6
"Nevada County(7)",06057,6.7 ,3.7, 11.2,31 , 1 , 40,4,stable,-1.6 ,-6.9, 4.1
"Sonoma County(7)",06097,6.7 ,5.3, 8.3,32 , 10 , 40,17,stable,-1.1 ,-3.1, 0.9
"Santa Barbara County(7)",06083,6.4 ,4.9, 8.2,33 , 11 , 40,13,stable,-1.0 ,-3.1, 1.0
"Napa County(7)",06055,6.1 ,3.8, 9.3,34 , 5 , 40,5,stable,-2.5 ,-4.8, 0.0
"San Luis Obispo County(7)",06079,5.7 ,4, 8,35 , 11 , 40,8,stable,2.3 ,-0.9, 5.6
"Alameda County(7)",06001,5.5 ,4.8, 6.2,36 , 28 , 40,50,stable,-0.4 ,-2.3, 1.5
"Santa Clara County(7)",06085,5.5 ,4.8, 6.2,37 , 29 , 40,55,falling,-2.4 ,-3.6, -1.2
"Contra Costa County(7)",06013,5.2 ,4.4, 6,38 , 29 , 40,32,stable,2.1 ,-24.0, 37.0
"San Mateo County(7)",06081,5.1 ,4.2, 6.2,39 , 28 , 40,22,falling,-2.5 ,-3.4, -1.6
"Marin County(7)",06041,4.7 ,3.2, 6.7,40 , 21 , 40,8,stable,-1.0 ,-2.7, 0.8
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Amador County(7)",06005,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Calaveras County(7)",06009,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Colusa County(7)",06011,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Del Norte County(7)",06015,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Glenn County(7)",06021,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Inyo County(7)",06027,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lassen County(7)",06035,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mariposa County(7)",06043,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Modoc County(7)",06049,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mono County(7)",06051,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Plumas County(7)",06063,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"San Benito County(7)",06069,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Siskiyou County(7)",06093,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Tehama County(7)",06103,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Trinity County(7)",06105,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Tuolumne County(7)",06109,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 10:57 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
