Incidence Rate Report for California by County

"Brain & ONS (All Stages^), 2015-2019"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Stanislaus County(7)",06099,5.9 ,5, 6.8,30 , 10 , 45,33,stable,-0.9 ,-2.3, 0.5
"Monterey County(7)",06053,5.8 ,4.8, 6.9,31 , 9 , 46,26,stable,0.5 ,-1.3, 2.3
"Tulare County(7)",06107,5.6 ,4.7, 6.7,32 , 11 , 46,25,stable,6.7 ,-0.1, 14.0
"Kern County(7)",06029,5.6 ,4.9, 6.4,33 , 14 , 46,46,stable,-1.0 ,-2.0, 0.0
"San Mateo County(7)",06081,5.5 ,4.8, 6.2,34 , 16 , 46,48,falling,-0.8 ,-1.5, -0.1
"Riverside County(7)",06065,5.5 ,5.1, 5.9,35 , 23 , 45,140,falling,-1.2 ,-1.9, -0.5
"Humboldt County(7)",06023,5.4 ,3.8, 7.5,36 , 5 , 46,8,stable,-1.3 ,-4.0, 1.5
"Santa Clara County(7)",06085,5.4 ,4.9, 5.9,37 , 23 , 45,107,stable,-0.8 ,-2.0, 0.4
"Fresno County(7)",06019,5.4 ,4.7, 6.1,38 , 18 , 46,51,stable,-0.7 ,-1.8, 0.5
"Los Angeles County(7)",06037,5.4 ,5.2, 5.6,39 , 28 , 43,565,falling,-0.4 ,-0.8, -0.1
"Yuba County(7)",06115,5.3 ,3.3, 8.2,40 , 3 , 46,4,stable,-0.8 ,-3.0, 1.4
"San Francisco County(7)",06075,5.3 ,4.6, 6,41 , 21 , 46,53,falling,-0.8 ,-1.5, -0.2
"San Bernardino County(7)",06071,5.2 ,4.8, 5.7,42 , 26 , 46,110,falling,-0.9 ,-1.7, -0.1
"Kings County(7)",06031,5.1 ,3.6, 7.1,43 , 7 , 46,7,falling,-2.3 ,-4.4, -0.1
"Alameda County(7)",06001,5.1 ,4.6, 5.6,44 , 27 , 46,90,falling,-0.8 ,-1.2, -0.3
"Tuolumne County(7)",06109,4.8 ,2.7, 8.2,45 , 3 , 46,4,stable,-3.2 ,-6.5, 0.1
"Merced County(7)",06047,4.8 ,3.7, 6.2,46 , 15 , 46,13,stable,-0.3 ,-2.4, 1.7
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Colusa County(7)",06011,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Del Norte County(7)",06015,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Glenn County(7)",06021,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Inyo County(7)",06027,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lassen County(7)",06035,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mariposa County(7)",06043,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Modoc County(7)",06049,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mono County(7)",06051,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Plumas County(7)",06063,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Trinity County(7)",06105,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 10:56 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
