Incidence Rate Report for California by County

"Ovary (All Stages^), 2015-2019"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Calaveras County(7)",06009,11.1 ,6, 19.3,19 , 1 , 43,4,stable,0.0 ,-4.1, 4.2
"Butte County(7)",06007,11.1 ,8.7, 14,20 , 1 , 42,16,stable,-1.6 ,-3.2, 0.0
"San Luis Obispo County(7)",06079,10.9 ,8.7, 13.4,21 , 2 , 42,21,stable,-1.7 ,-3.4, 0.1
"Marin County(7)",06041,10.8 ,8.8, 13.3,22 , 2 , 42,21,falling,-1.5 ,-2.7, -0.2
"Napa County(7)",06055,10.8 ,8, 14.4,23 , 1 , 42,11,stable,-1.6 ,-3.7, 0.5
"San Diego County(7)",06073,10.7 ,10, 11.3,24 , 11 , 35,199,falling,-1.9 ,-2.5, -1.3
"Riverside County(7)",06065,10.6 ,9.8, 11.4,25 , 11 , 36,142,falling,-1.3 ,-2.1, -0.5
"Fresno County(7)",06019,10.6 ,9.3, 12,26 , 6 , 40,53,falling,-1.5 ,-2.6, -0.4
"Solano County(7)",06095,10.6 ,8.9, 12.6,27 , 4 , 42,28,falling,-2.6 ,-4.4, -0.7
"Tulare County(7)",06107,10.5 ,8.6, 12.6,28 , 4 , 42,22,stable,-1.9 ,-3.8, 0.0
"Monterey County(7)",06053,10.4 ,8.6, 12.5,29 , 4 , 42,23,stable,-1.8 ,-3.5, 0.0
"San Francisco County(7)",06075,10.2 ,9, 11.7,30 , 8 , 41,50,falling,-1.8 ,-2.4, -1.2
"Sonoma County(7)",06097,10.2 ,8.6, 11.9,31 , 6 , 42,35,falling,-2.7 ,-4.2, -1.2
"Santa Clara County(7)",06085,10.1 ,9.3, 11,32 , 14 , 39,109,falling,-1.5 ,-2.2, -0.7
"San Joaquin County(7)",06077,10.1 ,8.7, 11.6,33 , 8 , 42,41,stable,-0.1 ,-1.6, 1.5
"Contra Costa County(7)",06013,9.9 ,8.9, 11.1,34 , 12 , 41,71,falling,-2.0 ,-2.6, -1.3
"Sacramento County(7)",06067,9.8 ,8.9, 10.8,35 , 15 , 41,87,falling,-1.9 ,-2.6, -1.3
"Lake County(7)",06033,9.4 ,6, 14.5,36 , 1 , 43,5,falling,-5.1 ,-8.3, -1.8
"Placer County(7)",06061,9.4 ,7.7, 11.3,37 , 9 , 42,25,falling,-3.7 ,-5.5, -1.8
"Tehama County(7)",06103,9.2 ,5.5, 14.6,38 , 1 , 43,4,falling,-3.3 ,-6.3, -0.2
"Merced County(7)",06047,9.1 ,6.9, 11.9,39 , 6 , 43,11,stable,-1.1 ,-3.5, 1.3
"San Mateo County(7)",06081,9.1 ,7.9, 10.4,40 , 20 , 42,44,falling,-2.2 ,-3.0, -1.5
"Stanislaus County(7)",06099,8.9 ,7.4, 10.5,41 , 17 , 43,27,falling,-1.9 ,-3.2, -0.5
"Madera County(7)",06039,8.7 ,6.1, 12,42 , 5 , 43,8,stable,-2.3 ,-5.0, 0.6
"Sutter County(7)",06101,5.2 ,2.9, 8.6,43 , 35 , 43,3,falling,-6.1 ,-8.8, -3.5
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Amador County(7)",06005,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Colusa County(7)",06011,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Del Norte County(7)",06015,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Glenn County(7)",06021,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Inyo County(7)",06027,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Lassen County(7)",06035,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mariposa County(7)",06043,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Modoc County(7)",06049,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mono County(7)",06051,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Plumas County(7)",06063,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Siskiyou County(7)",06093,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Trinity County(7)",06105,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Tuolumne County(7)",06109,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 11:03 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
