Incidence Rate Report for California by County

"Non-Hodgkin Lymphoma (All Stages^), 2015-2019"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Stanislaus County(7)",06099,17.7 ,16.1, 19.3,31 , 8 , 46,98,stable,0.1 ,-0.8, 0.9
"Sacramento County(7)",06067,17.6 ,16.7, 18.5,32 , 15 , 42,291,stable,-5.9 ,-11.5, 0.0
"Merced County(7)",06047,17.3 ,15, 19.8,33 , 5 , 50,42,stable,-0.6 ,-1.8, 0.7
"Los Angeles County(7)",06037,17.2 ,16.9, 17.6,34 , 24 , 41,1848,falling,-2.5 ,-4.6, -0.4
"Imperial County(7)",06025,17.1 ,14.5, 20,35 , 4 , 50,31,stable,0.2 ,-1.6, 2.1
"Napa County(7)",06055,17 ,14.4, 20,36 , 4 , 51,32,stable,-0.9 ,-2.5, 0.7
"Riverside County(7)",06065,16.8 ,16.1, 17.6,37 , 25 , 45,438,stable,-0.2 ,-0.5, 0.2
"Tuolumne County(7)",06109,16.8 ,13, 21.4,38 , 2 , 52,16,stable,-1.6 ,-4.4, 1.4
"El Dorado County(7)",06017,16.4 ,14.3, 18.8,39 , 9 , 50,46,stable,-0.5 ,-2.3, 1.3
"Kern County(7)",06029,16.4 ,15.1, 17.7,40 , 23 , 49,131,stable,-0.3 ,-0.9, 0.3
"Calaveras County(7)",06009,16.1 ,12.1, 21.4,41 , 3 , 53,13,stable,0.4 ,-2.4, 3.4
"Tulare County(7)",06107,16 ,14.3, 17.8,42 , 20 , 50,67,stable,-0.7 ,-1.4, 0.1
"San Bernardino County(7)",06071,15.8 ,15, 16.6,43 , 34 , 49,320,falling,-0.7 ,-1.2, -0.2
"Nevada County(7)",06057,15.6 ,12.8, 18.9,44 , 8 , 52,26,stable,-0.6 ,-2.2, 0.9
"Colusa County(7)",06011,14.8 ,8.3, 24.2,45 , 1 , 53,3,*,*,*,*
"Kings County(7)",06031,14.4 ,11.6, 17.7,46 , 15 , 53,19,stable,13.5 ,-2.9, 32.7
"Inyo County(7)",06027,14.3 ,8.9, 22.7,47 , 2 , 53,4,stable,-1.6 ,-5.0, 1.8
"Mariposa County(7)",06043,13.9 ,7.8, 23.6,48 , 1 , 53,4,stable,-1.0 ,-5.2, 3.4
"San Benito County(7)",06069,13.6 ,9.8, 18.4,49 , 6 , 53,9,falling,-3.8 ,-6.1, -1.4
"Siskiyou County(7)",06093,13.4 ,9.7, 18.4,50 , 7 , 53,10,falling,-2.4 ,-4.6, -0.1
"Lassen County(7)",06035,13.1 ,8.1, 20.1,51 , 3 , 53,4,stable,1.1 ,-2.7, 5.1
"Lake County(7)",06033,12.6 ,9.6, 16.5,52 , 26 , 53,13,stable,-1.9 ,-4.6, 0.8
"Plumas County(7)",06063,11.3 ,6.1, 19.7,53 , 4 , 53,3,stable,-3.4 ,-7.1, 0.5
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Modoc County(7)",06049,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mono County(7)",06051,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Trinity County(7)",06105,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 11:02 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
