Incidence Rate Report for California by County

"Lung & Bronchus (All Stages^), 2015-2019"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Merced County(7)",06047,43.7 ,40, 47.7,23 , 12 , 41,104,falling,-4.7 ,-6.4, -2.9
"San Francisco County(7)",06075,42.3 ,40.5, 44.1,24 , 19 , 35,446,falling,-1.9 ,-2.1, -1.7
"Yolo County(7)",06113,42 ,38.1, 46.3,25 , 14 , 46,85,falling,-3.0 ,-4.2, -1.8
"San Luis Obispo County(7)",06079,41.6 ,38.8, 44.5,26 , 18 , 44,171,falling,-2.4 ,-3.1, -1.7
"San Diego County(7)",06073,41.2 ,40.2, 42.1,27 , 22 , 36,1467,falling,-2.5 ,-2.7, -2.2
"Mariposa County(7)",06043,41 ,31.6, 53.3,28 , 5 , 56,14,falling,-3.8 ,-5.4, -2.2
"Fresno County(7)",06019,40.9 ,39, 42.8,29 , 21 , 41,380,falling,-3.6 ,-4.9, -2.3
"Inyo County(7)",06027,40.3 ,30.8, 52.5,30 , 5 , 56,13,falling,-4.1 ,-6.5, -1.7
"Napa County(7)",06055,40.3 ,36.4, 44.5,31 , 17 , 52,80,falling,-4.9 ,-6.3, -3.4
"Kings County(7)",06031,40.2 ,35.3, 45.6,32 , 16 , 54,50,falling,-2.4 ,-3.9, -1.0
"Riverside County(7)",06065,40 ,38.9, 41.1,33 , 25 , 40,1066,falling,-2.8 ,-3.2, -2.4
"San Bernardino County(7)",06071,40 ,38.7, 41.3,34 , 25 , 41,790,falling,-3.1 ,-3.4, -2.8
"Placer County(7)",06061,40 ,37.6, 42.4,35 , 22 , 46,221,falling,-2.9 ,-3.6, -2.3
"Modoc County(7)",06049,39.9 ,27.3, 58,36 , 3 , 56,7,stable,-2.2 ,-5.2, 0.9
"Lassen County(7)",06035,39.1 ,29.9, 50.2,37 , 6 , 56,13,stable,-1.3 ,-4.1, 1.6
"Contra Costa County(7)",06013,39.1 ,37.6, 40.6,38 , 26 , 45,535,falling,-3.4 ,-4.3, -2.4
"Madera County(7)",06039,38.8 ,34.6, 43.4,39 , 19 , 54,64,falling,-2.8 ,-3.9, -1.6
"Alameda County(7)",06001,38.6 ,37.3, 39.9,40 , 29 , 46,689,falling,-2.5 ,-2.8, -2.3
"Orange County(7)",06059,38.1 ,37.2, 39,41 , 33 , 46,1373,stable,-1.3 ,-2.8, 0.3
"Ventura County(7)",06111,37.8 ,36.1, 39.5,42 , 29 , 50,379,falling,-2.5 ,-2.9, -2.1
"Sonoma County(7)",06097,37.5 ,35.4, 39.6,43 , 29 , 52,264,falling,-3.2 ,-3.9, -2.5
"El Dorado County(7)",06017,37.2 ,34, 40.6,44 , 25 , 54,109,falling,-8.8 ,-13.4, -4.1
"San Mateo County(7)",06081,37.1 ,35.4, 38.9,45 , 32 , 52,351,falling,-2.2 ,-2.5, -2.0
"Santa Barbara County(7)",06083,36.6 ,34.3, 39.1,46 , 30 , 54,188,falling,-2.3 ,-2.7, -1.8
"Santa Cruz County(7)",06087,35.7 ,32.7, 38.8,47 , 30 , 55,117,falling,-2.9 ,-3.9, -1.9
"Santa Clara County(7)",06085,35.5 ,34.4, 36.7,48 , 41 , 54,727,falling,-5.5 ,-9.2, -1.5
"Tulare County(7)",06107,35.5 ,33, 38.2,49 , 33 , 55,148,falling,-3.2 ,-4.1, -2.3
"Los Angeles County(7)",06037,34.9 ,34.4, 35.4,50 , 44 , 54,3725,falling,-3.2 ,-5.3, -1.1
"Nevada County(7)",06057,34.8 ,30.9, 39.1,51 , 29 , 56,65,falling,-3.7 ,-4.6, -2.9
"San Benito County(7)",06069,34.4 ,28, 41.9,52 , 20 , 56,21,stable,-1.9 ,-3.9, 0.2
"Imperial County(7)",06025,33.3 ,29.6, 37.3,53 , 34 , 56,59,falling,-3.0 ,-4.1, -1.9
"Marin County(7)",06041,33.2 ,30.7, 35.9,54 , 43 , 56,139,falling,-2.2 ,-2.7, -1.7
"Monterey County(7)",06053,32.9 ,30.5, 35.4,55 , 43 , 56,148,falling,-3.3 ,-3.9, -2.7
"Mono County(7)",06051,23.7 ,14, 37.7,56 , 25 , 56,4,falling,-4.3 ,-8.2, -0.3
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 11:01 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
