Incidence Rate Report for California by County

"Uterus (Corpus & Uterus, NOS) (All Stages^), 2015-2019"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Humboldt County(7)",06023,27.9 ,23, 33.6,15 , 1 , 47,26,stable,-0.4 ,-2.5, 1.8
"Contra Costa County(7)",06013,27.7 ,26, 29.4,16 , 5 , 35,211,stable,0.2 ,-0.3, 0.8
"Los Angeles County(7)",06037,27.6 ,27, 28.3,17 , 9 , 27,1636,rising,1.5 ,1.2, 1.7
"San Joaquin County(7)",06077,27.6 ,25.4, 30,18 , 4 , 39,114,rising,2.2 ,1.3, 3.1
"San Mateo County(7)",06081,27.4 ,25.4, 29.6,19 , 5 , 39,140,stable,0.4 ,-0.2, 0.9
"Ventura County(7)",06111,27.1 ,25.1, 29.2,20 , 5 , 40,145,rising,1.6 ,0.9, 2.2
"Napa County(7)",06055,27 ,22.3, 32.4,21 , 1 , 48,26,stable,0.5 ,-1.0, 2.0
"San Diego County(7)",06073,26.9 ,25.9, 28,22 , 10 , 35,527,rising,1.6 ,1.0, 2.1
"San Francisco County(7)",06075,26.8 ,24.8, 28.9,23 , 7 , 41,140,stable,0.4 ,0.0, 0.9
"Calaveras County(7)",06009,26.7 ,18.5, 37.7,24 , 1 , 50,9,stable,-0.4 ,-3.8, 3.1
"Yuba County(7)",06115,26.7 ,19.7, 35.3,25 , 1 , 50,10,stable,1.0 ,-2.0, 4.1
"Stanislaus County(7)",06099,26.6 ,24, 29.4,26 , 5 , 44,81,rising,2.1 ,1.1, 3.2
"Imperial County(7)",06025,26.6 ,22, 31.9,27 , 2 , 49,24,stable,1.2 ,-0.4, 2.9
"Marin County(7)",06041,26.2 ,23.1, 29.6,28 , 4 , 47,57,stable,-0.1 ,-0.8, 0.7
"Sonoma County(7)",06097,26.1 ,23.7, 28.7,29 , 6 , 44,98,stable,0.4 ,-0.3, 1.1
"Kern County(7)",06029,26 ,23.9, 28.3,30 , 8 , 44,112,rising,2.2 ,0.9, 3.4
"Riverside County(7)",06065,26 ,24.8, 27.3,31 , 14 , 41,360,rising,1.8 ,1.2, 2.5
"El Dorado County(7)",06017,25.9 ,22.2, 30.1,32 , 3 , 48,39,rising,1.8 ,0.3, 3.2
"Orange County(7)",06059,25.7 ,24.7, 26.7,33 , 18 , 40,503,rising,1.2 ,0.7, 1.7
"Santa Cruz County(7)",06087,25.6 ,22.3, 29.4,34 , 4 , 48,45,stable,0.9 ,-0.9, 2.8
"Lake County(7)",06033,25.6 ,19, 34,35 , 1 , 50,12,stable,-0.3 ,-2.8, 2.1
"Santa Clara County(7)",06085,25.6 ,24.3, 27,36 , 16 , 42,286,rising,1.3 ,0.8, 1.9
"Tulare County(7)",06107,25.4 ,22.5, 28.6,37 , 7 , 47,58,rising,1.5 ,0.3, 2.8
"Monterey County(7)",06053,24.8 ,22, 27.9,38 , 9 , 48,59,rising,1.3 ,0.2, 2.3
"Placer County(7)",06061,24.6 ,22, 27.4,39 , 11 , 48,72,rising,1.6 ,0.6, 2.6
"Butte County(7)",06007,24.5 ,21, 28.6,40 , 6 , 49,38,stable,0.0 ,-1.4, 1.5
"Del Norte County(7)",06015,24 ,14.5, 38.1,41 , 1 , 50,4,stable,-0.1 ,-3.8, 3.8
"Sutter County(7)",06101,23.5 ,18, 30.2,42 , 3 , 50,13,stable,0.6 ,-2.1, 3.3
"Fresno County(7)",06019,23.5 ,21.6, 25.5,43 , 23 , 48,120,rising,2.2 ,1.2, 3.1
"San Luis Obispo County(7)",06079,22.5 ,19.5, 25.9,44 , 18 , 50,46,stable,0.4 ,-1.3, 2.1
"Nevada County(7)",06057,22 ,17.6, 27.5,45 , 7 , 50,20,stable,-0.9 ,-2.6, 0.9
"Madera County(7)",06039,21.6 ,17.3, 26.6,46 , 11 , 50,19,stable,0.0 ,-2.1, 2.3
"Amador County(7)",06005,21.3 ,13.9, 32.1,47 , 1 , 50,7,stable,-2.1 ,-5.5, 1.4
"Merced County(7)",06047,20.9 ,17.6, 24.8,48 , 24 , 50,28,stable,0.2 ,-1.8, 2.3
"Siskiyou County(7)",06093,20.1 ,14.2, 28.4,49 , 6 , 50,8,stable,-1.8 ,-5.1, 1.7
"San Benito County(7)",06069,19.5 ,13.4, 27.6,50 , 6 , 50,7,stable,-0.6 ,-3.9, 2.8
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Colusa County(7)",06011,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mariposa County(7)",06043,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Modoc County(7)",06049,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mono County(7)",06051,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Plumas County(7)",06063,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Trinity County(7)",06105,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 11:05 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
