Incidence Rate Report for California by County

"Pancreas (All Stages^), 2015-2019"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Sonoma County(7)",06097,12.3 ,11.2, 13.6,28 , 5 , 48,87,stable,0.4 ,-0.6, 1.3
"San Joaquin County(7)",06077,12.3 ,11.2, 13.5,29 , 5 , 48,92,stable,0.3 ,-0.7, 1.3
"Plumas County(7)",06063,12.3 ,7, 20.7,30 , 1 , 52,4,*,*,*,*
"Calaveras County(7)",06009,12.2 ,8.8, 16.9,31 , 1 , 52,10,stable,1.3 ,-1.8, 4.6
"Kern County(7)",06029,12.2 ,11.1, 13.3,32 , 6 , 48,95,stable,0.2 ,-1.0, 1.5
"San Mateo County(7)",06081,12.2 ,11.2, 13.2,33 , 7 , 48,115,stable,0.5 ,0.0, 1.0
"San Francisco County(7)",06075,12.1 ,11.2, 13.2,34 , 8 , 47,128,stable,0.5 ,0.0, 0.9
"Santa Clara County(7)",06085,12 ,11.3, 12.7,35 , 14 , 47,248,stable,0.6 ,0.0, 1.2
"Orange County(7)",06059,12 ,11.5, 12.5,36 , 17 , 46,435,rising,0.8 ,0.3, 1.2
"San Bernardino County(7)",06071,11.9 ,11.2, 12.6,37 , 15 , 48,240,stable,0.0 ,-0.7, 0.7
"Yolo County(7)",06113,11.9 ,9.9, 14.2,38 , 2 , 51,25,stable,0.9 ,-1.2, 2.9
"Riverside County(7)",06065,11.9 ,11.3, 12.5,39 , 16 , 47,317,rising,0.7 ,0.2, 1.3
"Glenn County(7)",06021,11.9 ,7.3, 18.4,40 , 1 , 52,4,stable,0.5 ,-2.9, 3.9
"Alameda County(7)",06001,11.8 ,11.1, 12.6,41 , 16 , 48,212,stable,0.3 ,-0.1, 0.7
"Ventura County(7)",06111,11.8 ,10.9, 12.8,42 , 11 , 49,119,stable,0.7 ,-0.3, 1.7
"Los Angeles County(7)",06037,11.8 ,11.5, 12.1,43 , 25 , 45,1278,rising,0.5 ,0.3, 0.7
"Monterey County(7)",06053,11.6 ,10.2, 13.2,44 , 7 , 51,51,stable,0.6 ,-0.8, 2.0
"Marin County(7)",06041,11.6 ,10.2, 13.3,45 , 6 , 51,48,stable,0.4 ,-0.7, 1.4
"Lassen County(7)",06035,11.6 ,7, 18.2,46 , 1 , 52,4,*,*,*,*
"Imperial County(7)",06025,11.4 ,9.3, 13.9,47 , 3 , 52,20,stable,-0.6 ,-2.7, 1.5
"San Benito County(7)",06069,11.1 ,7.7, 15.5,48 , 1 , 52,7,stable,-2.9 ,-5.7, 0.1
"Amador County(7)",06005,10.9 ,7.6, 15.5,49 , 1 , 52,8,stable,-0.3 ,-3.5, 3.0
"Mariposa County(7)",06043,10.7 ,6.4, 18.2,50 , 1 , 52,4,stable,-1.1 ,-4.4, 2.3
"Tulare County(7)",06107,10.1 ,8.8, 11.6,51 , 26 , 52,42,stable,-0.2 ,-1.6, 1.1
"Siskiyou County(7)",06093,7.5 ,4.8, 11.5,52 , 24 , 52,5,stable,-0.4 ,-4.5, 3.8
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Colusa County(7)",06011,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Inyo County(7)",06027,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Modoc County(7)",06049,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Mono County(7)",06051,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 11:03 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
