Incidence Rate Report for California by County

"Breast (All Stages^), 2015-2019"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"San Benito County(7)",06069,113.3 ,97.1, 131.5,38 , 6 , 54,36,stable,-0.4 ,-2.4, 1.6
"Colusa County(7)",06011,113.2 ,87.6, 144.2,39 , 1 , 55,14,stable,0.1 ,-3.0, 3.3
"San Bernardino County(7)",06071,113.1 ,110.3, 116,40 , 31 , 45,1245,stable,-0.2 ,-0.6, 0.1
"Riverside County(7)",06065,112.8 ,110.3, 115.4,41 , 32 , 45,1523,falling,-0.6 ,-0.9, -0.3
"Tehama County(7)",06103,112.8 ,98.6, 128.7,42 , 9 , 53,51,stable,-0.7 ,-1.7, 0.4
"Humboldt County(7)",06023,110.2 ,99.9, 121.3,43 , 20 , 52,95,falling,-1.6 ,-2.4, -0.8
"Fresno County(7)",06019,108.5 ,104.3, 112.7,44 , 35 , 50,532,stable,-0.5 ,-1.1, 0.0
"Yuba County(7)",06115,107.8 ,93.2, 124.1,45 , 14 , 54,41,falling,-1.7 ,-3.0, -0.5
"Tulare County(7)",06107,105.6 ,99.5, 111.9,46 , 35 , 52,232,stable,0.1 ,-0.5, 0.7
"Mariposa County(7)",06043,105.1 ,79.7, 137.1,47 , 2 , 56,16,stable,-1.3 ,-3.3, 0.7
"Imperial County(7)",06025,105 ,95.5, 115.2,48 , 30 , 53,94,stable,0.1 ,-1.1, 1.4
"Kings County(7)",06031,101.2 ,90.3, 113.1,49 , 31 , 55,64,falling,-1.4 ,-2.2, -0.6
"Madera County(7)",06039,99.6 ,90.2, 109.8,50 , 36 , 55,84,stable,-0.7 ,-1.7, 0.3
"Merced County(7)",06047,99 ,91.4, 107.1,51 , 40 , 54,128,stable,-0.6 ,-1.5, 0.3
"Siskiyou County(7)",06093,89.7 ,74, 108,52 , 33 , 56,30,stable,-1.1 ,-2.8, 0.7
"Mono County(7)",06051,85.5 ,57.8, 122.4,53 , 7 , 56,7,stable,-1.5 ,-4.5, 1.7
"Trinity County(7)",06105,84.3 ,58.1, 120.2,54 , 11 , 56,9,stable,-1.0 ,-4.0, 2.2
"Del Norte County(7)",06015,74.5 ,56, 97.5,55 , 45 , 56,13,falling,-2.6 ,-5.0, -0.1
"Modoc County(7)",06049,74.4 ,45.1, 117.6,56 , 11 , 56,5,falling,-4.0 ,-7.4, -0.5
"Alpine County(7)",06003,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Sierra County(7)",06091,* ,*, *,* , * , *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 01/16/2023 10:57 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2019) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2021 submission."
7 Source: SEER November 2021 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2021 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for the United States does not include data from Nevada.
Data for the United States does not include Puerto Rico.
