Date,County,Geography_Type,Strata,Strata_Name,Cause,Cause_Desc,ICD_Revision,Count,Annotation_Code,Annotation_Desc,Data_Revision_Date,State,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
1999,Tuolumne,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,18.0,0.0,0,0,California,365.0,176.0,88.0,77.0,24.0,0.0,0.0,195.0,140.0,58.0,9.0,0.0,356.0,0.0,0.0
1999,Yuba,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,18.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Yolo,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,47.0,0.0,0,0,California,365.0,251.0,81.0,25.0,8.0,0.0,0.0,172.0,97.0,44.0,0.0,60.0,268.0,32.0,5.0
1999,Tehama,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,20.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Sutter,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,22.0,0.0,0,0,California,365.0,194.0,104.0,55.0,12.0,0.0,0.0,179.0,126.0,49.0,12.0,57.0,268.0,20.0,8.0
1999,Tulare,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,74.0,0.0,0,0,California,365.0,105.0,88.0,78.0,86.0,8.0,0.0,207.0,181.0,97.0,1.0,55.0,248.0,61.0,0.0
1999,Sacramento,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,390.0,0.0,0,0,California,365.0,152.0,120.0,52.0,36.0,5.0,0.0,225.0,154.0,58.0,5.0,47.0,201.0,106.0,6.0
1999,Riverside,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,311.0,0.0,0,0,California,365.0,54.0,142.0,101.0,62.0,6.0,0.0,219.0,166.0,95.0,1.0,67.0,201.0,90.0,6.0
1999,San Bernardino,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,284.0,0.0,0,0,California,365.0,16.0,163.0,85.0,72.0,29.0,0.0,239.0,190.0,101.0,0.0,93.0,206.0,61.0,5.0
1999,San Benito,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,14.0,0.0,0,0,California,363.0,238.0,101.0,24.0,0.0,0.0,0.0,150.0,87.0,45.0,0.0,0.0,354.0,7.0,2.0
1999,Orange,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,680.0,0.0,0,0,California,365.0,129.0,184.0,47.0,5.0,0.0,0.0,164.0,105.0,63.0,0.0,132.0,122.0,107.0,4.0
1999,Placer,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,60.0,0.0,0,0,California,365.0,172.0,107.0,59.0,25.0,2.0,0.0,208.0,136.0,57.0,0.0,55.0,284.0,17.0,9.0
1999,San Mateo,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,202.0,0.0,0,0,California,365.0,315.0,47.0,2.0,1.0,0.0,0.0,153.0,56.0,32.0,10.0,194.0,101.0,59.0,1.0
1999,Santa Clara,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,357.0,0.0,0,0,California,364.0,229.0,99.0,25.0,11.0,0.0,0.0,192.0,100.0,44.0,5.0,101.0,158.0,99.0,1.0
1999,Santa Barbara,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,129.0,0.0,0,0,California,365.0,172.0,162.0,30.0,0.0,1.0,0.0,205.0,97.0,51.0,3.0,55.0,295.0,8.0,4.0
1999,San Francisco,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,307.0,0.0,0,0,California,365.0,282.0,67.0,14.0,2.0,0.0,0.0,159.0,69.0,37.0,4.0,141.0,122.0,96.0,2.0
1999,San Diego,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,681.0,0.0,0,0,California,365.0,31.0,232.0,85.0,17.0,0.0,0.0,187.0,129.0,80.0,0.0,43.0,188.0,132.0,2.0
1999,San Luis Obispo,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,66.0,0.0,0,0,California,365.0,244.0,107.0,14.0,0.0,0.0,0.0,143.0,87.0,45.0,0.0,47.0,299.0,12.0,7.0
1999,San Joaquin,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,151.0,0.0,0,0,California,365.0,225.0,91.0,34.0,13.0,2.0,0.0,208.0,115.0,46.0,8.0,101.0,188.0,62.0,6.0
2000,Madera,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,22.0,0.0,0,0,California,362.0,217.0,98.0,40.0,7.0,0.0,0.0,177.0,108.0,45.0,0.0,72.0,290.0,0.0,0.0
2000,Los Angeles,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,2477.0,0.0,0,0,California,366.0,27.0,164.0,114.0,51.0,10.0,0.0,243.0,159.0,99.0,7.0,96.0,128.0,133.0,2.0
2000,Marin,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,74.0,0.0,0,0,California,366.0,359.0,7.0,0.0,0.0,0.0,0.0,61.0,39.0,28.0,6.0,198.0,126.0,30.0,6.0
2000,Kings,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,15.0,0.0,0,0,California,364.0,143.0,99.0,77.0,43.0,2.0,0.0,205.0,159.0,70.0,0.0,59.0,254.0,36.0,15.0
2000,Kern,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,158.0,0.0,0,0,California,366.0,52.0,110.0,95.0,100.0,9.0,0.0,213.0,179.0,111.0,1.0,16.0,228.0,118.0,3.0
2000,Lake,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,22.0,0.0,0,0,California,366.0,350.0,15.0,1.0,0.0,0.0,0.0,108.0,44.0,34.0,0.0,0.0,362.0,4.0,0.0
2000,Monterey,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,61.0,0.0,0,0,California,366.0,339.0,24.0,3.0,0.0,0.0,0.0,129.0,47.0,36.0,0.0,17.0,326.0,15.0,8.0
2000,Nevada,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,29.0,0.0,0,0,California,366.0,162.0,116.0,63.0,22.0,3.0,0.0,208.0,136.0,57.0,0.0,0.0,327.0,31.0,8.0
2000,Napa,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,63.0,0.0,0,0,California,366.0,357.0,9.0,0.0,0.0,0.0,0.0,77.0,41.0,31.0,9.0,112.0,240.0,0.0,5.0
2000,Mendocino,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,28.0,0.0,0,0,California,366.0,356.0,10.0,0.0,0.0,0.0,0.0,72.0,39.0,30.0,10.0,76.0,250.0,20.0,10.0
2000,Merced,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,27.0,0.0,0,0,California,363.0,157.0,99.0,68.0,36.0,3.0,0.0,207.0,151.0,58.0,0.0,15.0,308.0,36.0,4.0
2000,Butte,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,66.0,0.0,0,0,California,361.0,226.0,88.0,40.0,7.0,0.0,0.0,174.0,108.0,44.0,16.0,41.0,260.0,25.0,19.0
2000,Contra Costa,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,204.0,0.0,0,0,California,366.0,251.0,92.0,22.0,1.0,0.0,0.0,172.0,89.0,43.0,0.0,41.0,215.0,109.0,1.0
2000,Alameda,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,284.0,0.0,0,0,California,366.0,293.0,59.0,11.0,2.0,1.0,0.0,209.0,70.0,39.0,2.0,129.0,182.0,53.0,0.0
2000,Amador,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,11.0,0.0,0,0,California,366.0,238.0,83.0,34.0,11.0,0.0,0.0,192.0,112.0,44.0,15.0,0.0,351.0,0.0,0.0
2000,Humboldt,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,38.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Inyo,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,12.0,0.0,0,0,California,366.0,184.0,123.0,32.0,4.0,2.0,21.0,10736.0,126.0,50.0,0.0,0.0,284.0,3.0,79.0
2000,Imperial,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,12.0,0.0,0,0,California,366.0,142.0,171.0,41.0,10.0,2.0,0.0,208.0,115.0,59.0,32.0,83.0,176.0,39.0,36.0
2000,El Dorado,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,29.0,0.0,0,0,California,366.0,184.0,107.0,44.0,29.0,2.0,0.0,208.0,136.0,50.0,0.0,22.0,330.0,14.0,0.0
2000,Del Norte,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,12.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Glenn,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,11.0,0.0,0,0,California,366.0,284.0,76.0,6.0,0.0,0.0,0.0,126.0,67.0,40.0,0.0,0.0,328.0,0.0,38.0
2000,Fresno,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,167.0,0.0,0,0,California,366.0,50.0,121.0,89.0,88.0,18.0,0.0,227.0,183.0,112.0,2.0,24.0,230.0,109.0,1.0
2000,Sonoma,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,130.0,0.0,0,0,California,366.0,324.0,35.0,7.0,0.0,0.0,0.0,122.0,54.0,37.0,0.0,58.0,263.0,43.0,2.0
2000,Solano,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,88.0,0.0,0,0,California,366.0,290.0,65.0,9.0,2.0,0.0,0.0,153.0,67.0,37.0,18.0,62.0,235.0,51.0,0.0
2000,Stanislaus,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,130.0,0.0,0,0,California,366.0,196.0,111.0,42.0,16.0,1.0,0.0,202.0,122.0,49.0,9.0,74.0,208.0,63.0,12.0
2000,Shasta,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,50.0,0.0,0,0,California,366.0,245.0,95.0,25.0,1.0,0.0,0.0,154.0,93.0,44.0,0.0,0.0,354.0,12.0,0.0
2000,Santa Cruz,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,62.0,0.0,0,0,California,366.0,342.0,23.0,1.0,0.0,0.0,0.0,126.0,46.0,36.0,0.0,9.0,330.0,22.0,5.0
2000,Siskiyou,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,13.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Ventura,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,146.0,0.0,0,0,California,366.0,147.0,135.0,58.0,25.0,1.0,0.0,203.0,143.0,59.0,0.0,54.0,270.0,41.0,1.0
2000,Tuolumne,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,20.0,0.0,0,0,California,363.0,184.0,98.0,61.0,20.0,0.0,0.0,197.0,133.0,49.0,6.0,0.0,357.0,0.0,0.0
2000,Yuba,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,21.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Yolo,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,51.0,0.0,0,0,California,366.0,273.0,71.0,20.0,2.0,0.0,0.0,159.0,84.0,40.0,1.0,53.0,274.0,35.0,3.0
2000,Tehama,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,22.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Sutter,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,20.0,0.0,0,0,California,366.0,241.0,93.0,28.0,4.0,0.0,0.0,166.0,100.0,43.0,19.0,47.0,266.0,23.0,11.0
2000,Tulare,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,108.0,0.0,0,0,California,366.0,127.0,79.0,75.0,81.0,4.0,0.0,203.0,177.0,85.0,2.0,36.0,269.0,56.0,3.0
2000,Sacramento,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,335.0,0.0,0,0,California,366.0,166.0,128.0,42.0,29.0,1.0,0.0,203.0,143.0,55.0,8.0,21.0,214.0,121.0,2.0
2000,Riverside,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,376.0,0.0,0,0,California,366.0,52.0,125.0,101.0,76.0,12.0,0.0,222.0,172.0,103.0,1.0,42.0,186.0,124.0,13.0
2000,San Bernardino,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,328.0,0.0,0,0,California,366.0,49.0,150.0,75.0,74.0,18.0,0.0,246.0,179.0,95.0,0.0,94.0,208.0,57.0,7.0
2000,Orange,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,653.0,0.0,0,0,California,366.0,110.0,200.0,36.0,19.0,1.0,0.0,205.0,127.0,62.0,2.0,74.0,97.0,191.0,2.0
2000,Placer,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,63.0,0.0,0,0,California,366.0,217.0,89.0,41.0,18.0,1.0,0.0,202.0,126.0,46.0,0.0,113.0,234.0,16.0,3.0
2000,San Mateo,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,196.0,0.0,0,0,California,366.0,334.0,27.0,5.0,0.0,0.0,0.0,129.0,48.0,33.0,5.0,180.0,119.0,60.0,2.0
2000,Santa Clara,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,356.0,0.0,0,0,California,366.0,228.0,104.0,26.0,8.0,0.0,0.0,190.0,97.0,44.0,0.0,90.0,123.0,153.0,0.0
2000,Santa Barbara,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,87.0,0.0,0,0,California,366.0,211.0,117.0,36.0,2.0,0.0,0.0,154.0,101.0,48.0,0.0,27.0,314.0,21.0,4.0
2000,San Francisco,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,300.0,0.0,0,0,California,366.0,277.0,83.0,6.0,0.0,0.0,0.0,132.0,66.0,36.0,0.0,125.0,108.0,133.0,0.0
2000,San Diego,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,756.0,0.0,0,0,California,366.0,73.0,196.0,81.0,15.0,1.0,0.0,201.0,133.0,74.0,0.0,49.0,207.0,110.0,0.0
2000,San Luis Obispo,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,56.0,0.0,0,0,California,366.0,282.0,79.0,5.0,0.0,0.0,0.0,143.0,77.0,41.0,0.0,52.0,284.0,18.0,12.0
2000,San Joaquin,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,122.0,0.0,0,0,California,366.0,228.0,104.0,27.0,7.0,0.0,0.0,172.0,97.0,45.0,11.0,95.0,193.0,59.0,8.0
2001,Madera,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,17.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Los Angeles,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,2421.0,0.0,0,0,California,365.0,21.0,158.0,127.0,48.0,11.0,0.0,230.0,161.0,101.0,2.0,73.0,146.0,143.0,1.0
2001,Marin,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,82.0,0.0,0,0,California,365.0,350.0,15.0,0.0,0.0,0.0,0.0,84.0,42.0,30.0,2.0,176.0,148.0,38.0,1.0
2001,Kings,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,16.0,0.0,0,0,California,361.0,157.0,128.0,52.0,23.0,1.0,0.0,202.0,133.0,56.0,0.0,48.0,253.0,41.0,19.0
2001,Kern,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,164.0,0.0,0,0,California,365.0,35.0,126.0,101.0,90.0,13.0,0.0,210.0,177.0,108.0,0.0,22.0,225.0,111.0,7.0
2001,Lake,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,23.0,0.0,0,0,California,365.0,344.0,21.0,0.0,0.0,0.0,0.0,84.0,47.0,37.0,0.0,0.0,362.0,3.0,0.0
2001,Monterey,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,67.0,0.0,0,0,California,365.0,343.0,20.0,2.0,0.0,0.0,0.0,129.0,47.0,34.0,0.0,16.0,313.0,24.0,12.0
2001,Nevada,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,22.0,0.0,0,0,California,365.0,165.0,130.0,50.0,19.0,1.0,0.0,201.0,129.0,54.0,0.0,0.0,339.0,23.0,3.0
2001,Napa,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,52.0,0.0,0,0,California,365.0,350.0,14.0,1.0,0.0,0.0,0.0,126.0,44.0,31.0,3.0,114.0,240.0,0.0,8.0
2001,Mendocino,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,26.0,0.0,0,0,California,365.0,354.0,10.0,1.0,0.0,0.0,0.0,108.0,43.0,31.0,1.0,53.0,285.0,17.0,9.0
2001,Merced,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,37.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Butte,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,63.0,0.0,0,0,California,365.0,152.0,162.0,43.0,8.0,0.0,0.0,159.0,111.0,56.0,0.0,4.0,257.0,103.0,1.0
2001,Contra Costa,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,197.0,0.0,0,0,California,365.0,261.0,78.0,20.0,6.0,0.0,0.0,192.0,84.0,43.0,0.0,43.0,220.0,101.0,1.0
2001,Alameda,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,330.0,0.0,0,0,California,365.0,290.0,57.0,12.0,6.0,0.0,0.0,178.0,68.0,40.0,1.0,127.0,178.0,59.0,0.0
2001,Amador,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,20.0,0.0,0,0,California,365.0,250.0,89.0,25.0,1.0,0.0,0.0,154.0,93.0,40.0,5.0,0.0,360.0,0.0,0.0
2001,Humboldt,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,37.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Imperial,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,11.0,0.0,0,0,California,365.0,103.0,191.0,52.0,15.0,3.0,1.0,543.0,126.0,65.0,45.0,45.0,219.0,24.0,32.0
2001,El Dorado,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,38.0,0.0,0,0,California,365.0,160.0,119.0,53.0,30.0,3.0,0.0,204.0,147.0,58.0,0.0,15.0,340.0,10.0,0.0
2001,Del Norte,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,12.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Fresno,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,179.0,0.0,0,0,California,365.0,23.0,117.0,113.0,91.0,21.0,0.0,238.0,190.0,119.0,2.0,9.0,245.0,109.0,0.0
2001,Sonoma,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,128.0,0.0,0,0,California,365.0,322.0,37.0,5.0,1.0,0.0,0.0,162.0,54.0,36.0,0.0,56.0,267.0,41.0,1.0
2001,Solano,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,77.0,0.0,0,0,California,365.0,304.0,50.0,8.0,3.0,0.0,0.0,169.0,64.0,37.0,10.0,62.0,243.0,49.0,1.0
2001,Stanislaus,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,124.0,0.0,0,0,California,365.0,190.0,128.0,31.0,16.0,0.0,0.0,187.0,112.0,50.0,2.0,80.0,222.0,51.0,10.0
2001,Shasta,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,57.0,0.0,0,0,California,362.0,270.0,74.0,18.0,0.0,0.0,0.0,134.0,84.0,44.0,0.0,0.0,345.0,17.0,0.0
2001,Santa Cruz,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,45.0,0.0,0,0,California,365.0,335.0,28.0,2.0,0.0,0.0,0.0,108.0,49.0,35.0,0.0,5.0,328.0,26.0,6.0
2001,Siskiyou,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,12.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Ventura,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,138.0,0.0,0,0,California,365.0,147.0,134.0,61.0,21.0,2.0,0.0,208.0,137.0,61.0,0.0,37.0,282.0,46.0,0.0
2001,Tuolumne,Residence,Total Population,Total Population,PNF,Influenza and pneumonia,0,14.0,0.0,0,0,California,365.0,208.0,108.0,46.0,3.0,0.0,0.0,179.0,112.0,45.0,15.0,0.0,350.0,0.0,0.0
